ID ORDEN,FECHA DE ORDEN,FECHA DE DESPACHO,PRIORIDAD,ID CLIENTE,CLIENTE,SEGMENTO DE CLIENTE,CATEGORIA DE PRODUCTO,SUBCATEGORIA DE PRODUCTO,PRODUCTO,CIUDAD,PRECIO UNITARIO,CANTIDAD DE PEDIDO,DESCUENTO x unidad,COSTO DE ENVIO
39015,06/06/2015,"sábado, 06 de Junio de 2015",Medium,2107,Leigh Burnette Hurley,Corporate,Technology,Office Machines,Okidata ML320 Series Turbo Dot Matrix Printers,Illinois,399.98,24,0.05,12.06
39015,06/06/2015,"sábado, 06 de Junio de 2015",Medium,2107,Leigh Burnette Hurley,Corporate,Office Supplies,Paper,Xerox 1994,Illinois,6.48,20,0.07,5.74
39076,11/06/2015,"viernes, 12 de Junio de 2015",Critical,3251,Peter Brooks,Corporate,Office Supplies,Paper,Xerox 1928,New York,5.28,76,0.02,6.26
39430,13/06/2015,"miércoles, 17 de Junio de 2015",Low,1129,Pam Patton,Corporate,Technology,Computer Peripherals,Logitech Internet Navigator Keyboard,Massachusetts,30.98,44,0.03,6.5
40101,31/01/2015,"jueves, 05 de Febrero de 2015",Low,1723,Constance Flowers,Corporate,Technology,Computer Peripherals,US Robotics 56K V.92 Internal PCI Faxmodem,California,49.99,46,0.1,19.99
40224,30/06/2015,"martes, 07 de Julio de 2015",Low,2882,Andrew Gonzalez,Consumer,Furniture,Office Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",North Carolina,63.94,21,0.05,14.48
40547,09/01/2015,"domingo, 11 de Enero de 2015",Critical,806,Judy Singer,Small Business,Technology,Telephones and Communication,VTech VT20-2481 2.4GHz Two-Line Phone System w/Answering Machine,Florida,179.99,54,0.06,13.99
40997,21/04/2015,"martes, 28 de Abril de 2015",Low,2548,Wayne Bass,Small Business,Office Supplies,Pens & Art Supplies,Boston KS Multi-Size Manual Pencil Sharpener,California,22.99,37,0.05,8.99
40997,21/04/2015,"sábado, 25 de Abril de 2015",Low,2548,Wayne Bass,Small Business,Furniture,Tables,Bush Advantage Collection® Round Conference Table,California,212.6,33,0.04,110.2
40997,21/04/2015,"martes, 21 de Abril de 2015",Low,2548,Wayne Bass,Small Business,Office Supplies,Paper,Xerox 1951,California,30.98,12,0.05,9.18
41253,07/05/2015,"sábado, 09 de Mayo de 2015",Medium,3079,Andrew Levine,Small Business,Technology,Computer Peripherals,Gyration Ultra Professional Cordless Optical Suite,Pennsylvania,300.97,7,0.07,7.18
41636,14/02/2015,"lunes, 16 de Febrero de 2015",Critical,2190,Marvin Patrick,Home Office,Technology,Telephones and Communication,T282, Michigan,115.99,49,0.03,4.23
41636,14/02/2015,"lunes, 16 de Febrero de 2015",Critical,2190,Marvin Patrick,Home Office,Office Supplies,Pens & Art Supplies,Stanley Bostitch Contemporary Electric Pencil Sharpeners,Michigan,16.98,45,0.05,7.78
41793,15/05/2015,"sábado, 16 de Mayo de 2015",High,21,Tony Wilkins Winters,Small Business,Furniture,Office Furnishings,DAX Natural Wood-Tone Poster Frame,New York,26.48,70,0.05,6.93
42599,06/04/2015,"martes, 07 de Abril de 2015",Medium,102,Caroline Johnston,Consumer,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Massachusetts,300.98,31,0.04,54.92
42852,20/06/2015,"lunes, 22 de Junio de 2015",Not Specified,491,Toni Swanson,Consumer,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,New York,9.06,24,0.02,9.86
42949,21/05/2015,"viernes, 22 de Mayo de 2015",Not Specified,21,Tony Wilkins Winters,Small Business,Office Supplies,Rubber Bands,Advantus Plastic Paper Clips,New York,5,58,0.08,3.39
42949,21/05/2015,"sábado, 23 de Mayo de 2015",Not Specified,21,Tony Wilkins Winters,Small Business,Technology,Office Machines,Hewlett Packard 6S Scientific Calculator,New York,12.99,71,0.07,9.44
43079,21/01/2015,"jueves, 22 de Enero de 2015",Medium,1402,Wesley Tate,Home Office,Technology,Computer Peripherals,Fellowes 17-key keypad for PS/2 interface,Illinois,30.73,48,0.04,4
44002,07/02/2015,"sábado, 07 de Febrero de 2015",Medium,1723,Constance Flowers,Corporate,Office Supplies,Storage & Organization,Portfile® Personal File Boxes,California,17.7,14,0.03,9.47
44002,07/02/2015,"lunes, 09 de Febrero de 2015",Medium,1723,Constance Flowers,Corporate,Office Supplies,Paper,Xerox 1923,California,6.68,46,0.05,5.66
44231,03/05/2015,"martes, 05 de Mayo de 2015",Not Specified,94,Eddie House Mueller,Home Office,Technology,Computer Peripherals,"Belkin 107-key enhanced keyboard, USB/PS/2 interface",Illinois,17.98,146,0.01,4
44231,03/05/2015,"martes, 05 de Mayo de 2015",Not Specified,94,Eddie House Mueller,Home Office,Furniture,Chairs & Chairmats,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Illinois,160.98,37,0.04,30
44517,23/04/2015,"viernes, 24 de Abril de 2015",Medium,699,Jenny Gold,Consumer,Office Supplies,Paper,Xerox 1954,California,5.28,5,0.03,5.61
45380,30/04/2015,"viernes, 01 de Mayo de 2015",Critical,640,Neal Wolfe,Consumer,Technology,Telephones and Communication,T6120,Washington,65.99,34,0.06,8.8
45380,30/04/2015,"sábado, 02 de Mayo de 2015",Critical,640,Neal Wolfe,Consumer,Technology,Telephones and Communication,KH 688,Washington,195.99,24,0,4.2
45539,02/02/2015,"miércoles, 04 de Febrero de 2015",Not Specified,1413,Pamela Wiley,Corporaate,Technology,Computer Peripherals,Maxell DVD-RAM Discs,Massachusetts,16.48,27,0.02,1.99
45824,06/06/2015,"lunes, 08 de Junio de 2015",Not Specified,1106,Maxine Collier Grady,Consumer,Furniture,Chairs & Chairmats,Hon Olson Stacker Stools,Texas,140.81,81,0.08,24.49
46436,04/04/2015,"sábado, 11 de Abril de 2015",Low,2548,Wayne Bass,Small Business,Technology,Telephones and Communication,Accessory31,California,35.99,46,0,0.99
46853,22/05/2015,"viernes, 22 de Mayo de 2015",Low,1246,Lois Hansen,Home Office,Technology,Computer Peripherals,Hayes Optima 56K V.90 Internal Voice Modem,New York,256.99,32,0.03,11.25
46884,17/01/2015,"lunes, 19 de Enero de 2015",Medium,2618,Amy Hamrick Melvin,Corporate,Technology,Telephones and Communication,T6162,New York,125.99,3,0,2.5
46884,17/01/2015,"domingo, 18 de Enero de 2015",Medium,2618,Amy Hamrick Melvin,Corporate,Office Supplies,Pens & Art Supplies,Newell 309,New York,11.55,25,0.1,2.36
46884,17/01/2015,"lunes, 19 de Enero de 2015",Medium,2618,Amy Hamrick Melvin,Corporate,Office Supplies,Envelopes,Security-Tint Envelopes,New York,7.64,18,0.1,1.39
47108,15/04/2015,"jueves, 16 de Abril de 2015",Not Specified,1821,Vanessa Boyer,Consumer,Technology,Telephones and Communication,T2180,New York,175.99,16,0.08,8.99
47108,15/04/2015,"jueves, 16 de Abril de 2015",Not Specified,1821,Vanessa Boyer,Consumer,Furniture,Office Furnishings,3M Polarizing Light Filter Sleeves,New York,18.65,34,0.07,3.77
47108,15/04/2015,"viernes, 17 de Abril de 2015",Not Specified,1821,Vanessa Boyer,Consumer,Technology,Office Machines,Canon P1-DHIII Palm Printing Calculator,New York,17.98,13,0.06,8.51
47108,15/04/2015,"sábado, 18 de Abril de 2015",Not Specified,1821,Vanessa Boyer,Consumer,Office Supplies,Paper,Xerox 1896,New York,9.99,47,0.1,4.78
47493,11/02/2015,"viernes, 13 de Febrero de 2015",Critical,2303,Joe Baldwin,Corporate,Furniture,Chairs & Chairmats,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,New York,270.98,36,0.07,50
47813,27/02/2015,"sábado, 28 de Febrero de 2015",High,1044,Erin Ballard,Home Office,Office Supplies,Paper,Xerox 1923,California,6.68,90,0,5.66
48257,22/04/2015,"domingo, 26 de Abril de 2015",Low,667,Allison Kirby,Corporate,Office Supplies,Binders and Binder Accessories,Newell® 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Texas,4.57,45,0.02,5.42
48483,10/06/2015,"jueves, 11 de Junio de 2015",Critical,3079,Andrew Levine,Small Business,Office Supplies,Pens & Art Supplies,"Quartet Alpha® White Chalk, 12/Pack",Pennsylvania,2.21,33,0,1
48836,14/02/2015,"lunes, 16 de Febrero de 2015",Critical,2491,Sean N Boyer,Home Office,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,California,348.21,8,0.09,40.19
49125,29/03/2015,"martes, 31 de Marzo de 2015",Not Specified,1129,Pam Patton,Corporate,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),Massachusetts,5.78,29,0.05,7.64
50656,25/04/2015,"domingo, 26 de Abril de 2015",Critical,2571,Rosemary O'Brien,Consumer,Furniture,Office Furnishings,Deflect-O® Glasstique™ Clear Desk Accessories,New York,7.7,27,0.1,3.68
50656,25/04/2015,"domingo, 26 de Abril de 2015",Critical,2571,Rosemary O'Brien,Consumer,Furniture,Chairs & Chairmats,Global Troy™ Executive Leather Low-Back Tilter,New York,500.98,56,0.01,56
50917,21/01/2015,"domingo, 25 de Enero de 2015",Low,2882,Andrew Gonzalez,Consumer,Technology,Computer Peripherals,"Memorex 80 Minute CD-R Spindle, 100/Pack",North Carolina,43.98,40,0.02,1.99
51072,02/04/2015,"sábado, 04 de Abril de 2015",Critical,198,Leroy Blanchard,Small Business,Office Supplies,Storage & Organization,Fellowes Super Stor/Drawer® Files,Michigan,161.55,77,0,19.99
53153,23/03/2015,"martes, 24 de Marzo de 2015",Critical,2618,Amy Hamrick Melvin,Corporate,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,New York,20.27,53,0.1,3.99
53410,07/02/2015,"lunes, 09 de Febrero de 2015",Critical,698,Nelson Hensley,Corporate,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Washington,14.81,79,0.08,13.32
53476,11/06/2015,"domingo, 14 de Junio de 2015",Not Specified,3079,Andrew Levine,Small Business,Office Supplies,Pens & Art Supplies,4009® Highlighters by Sanford,Pennsylvania,3.98,36,0.08,0.7
53476,11/06/2015,"jueves, 11 de Junio de 2015",Not Specified,3079,Andrew Levine,Small Business,Office Supplies,Storage & Organization,Fellowes Staxonsteel® Drawer Files,Pennsylvania,193.17,63,0.01,19.99
53476,11/06/2015,"viernes, 12 de Junio de 2015",Not Specified,3079,Andrew Levine,Small Business,Office Supplies,Pens & Art Supplies,Newell 310,Pennsylvania,1.76,71,0.01,0.7
53476,11/06/2015,"jueves, 11 de Junio de 2015",Not Specified,3079,Andrew Levine,Small Business,Office Supplies,Paper,Xerox 1932,Pennsylvania,35.44,21,0.04,5.09
53953,27/03/2015,"sábado, 28 de Marzo de 2015",Not Specified,1481,Marvin MacDonald,Corporatee,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",California,8.95,36,0.07,2.01
54369,02/03/2015,"miércoles, 04 de Marzo de 2015",Not Specified,2878,Susan Carroll Berman,Consumer,Technology,Computer Peripherals,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Washington,8.33,47,0,1.99
54567,02/02/2015,"miércoles, 04 de Febrero de 2015",Medium,2498,Arlene Long,Small Business,Furniture,Office Furnishings,Eldon® 200 Class™ Desk Accessories,California,6.28,56,0.09,5.41
54595,28/04/2015,"viernes, 01 de Mayo de 2015",Medium,1217,Billy Perry Browning,Small Business,Furniture,Chairs & Chairmats,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Massachusetts,130.98,41,0.09,30
54949,10/02/2015,"martes, 17 de Febrero de 2015",Low,3004,Maurice Everett,Corporate,Office Supplies,Storage & Organization,"Tennsco Lockers, Gray",California,20.98,13,0.09,53.03
54949,10/02/2015,"domingo, 15 de Febrero de 2015",Low,3004,Maurice Everett,Corporate,Office Supplies,Paper,Xerox 1930,California,6.48,58,0.08,6.81
55300,20/02/2015,"sábado, 21 de Febrero de 2015",High,2882,Andrew Gonzalez,Consumer,Office Supplies,Labels,Avery 510,North Carolina,3.75,48,0.01,0.5
55300,20/02/2015,"domingo, 22 de Febrero de 2015",High,2882,Andrew Gonzalez,Consumer,Furniture,Office Furnishings,Dana Swing-Arm Lamps,North Carolina,10.68,31,0.02,13.04
55300,20/02/2015,"domingo, 22 de Febrero de 2015",High,2882,Andrew Gonzalez,Consumer,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,North Carolina,4.06,37,0.03,6.89
55392,06/06/2015,"lunes, 08 de Junio de 2015",Critical,699,Jenny Gold,Consumer,Office Supplies,Pens & Art Supplies,SANFORD Liquid Accent™ Tank-Style Highlighters,California,2.84,59,0.07,0.93
55392,06/06/2015,"domingo, 07 de Junio de 2015",Critical,699,Jenny Gold,Consumer,Office Supplies,Pens & Art Supplies,"Staples Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",California,6.47,30,0.02,1.22
55713,02/02/2015,"miércoles, 04 de Febrero de 2015",High,68,Scott Bunn,Corporate,Furniture,Chairs & Chairmats,"Global High-Back Leather Tilter, Burgundy",New York,122.99,49,0.09,70.2
55874,16/02/2015,"miércoles, 18 de Febrero de 2015",Medium,1228,Hazel Jennings,Small Business,Technology,Computer Peripherals,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Pennsylvania,4.98,41,0.01,4.62
55874,16/02/2015,"lunes, 16 de Febrero de 2015",Medium,1228,Hazel Jennings,Small Business,Office Supplies,Envelopes,Staples Standard Envelopes,Pennsylvania,5.68,24,0.06,1.39
55874,16/02/2015,"martes, 17 de Febrero de 2015",Medium,1228,Hazel Jennings,Small Business,Office Supplies,Binders and Binder Accessories,"Wilson Jones Hanging View Binder, White, 1""",Pennsylvania,7.1,28,0,6.05
56452,14/02/2015,"domingo, 15 de Febrero de 2015",Not Specified,640,Neal Wolfe,Consumer,Furniture,Tables,Chromcraft Rectangular Conference Tables,Washington,236.97,34,0,59.24
56486,28/05/2015,"viernes, 29 de Mayo de 2015",Critical,3011,Tammy Raynor,Corporate,Office Supplies,Paper,Xerox 1947,Massachusetts,5.98,16,0.03,5.35
57061,30/05/2015,"sábado, 30 de Mayo de 2015",Low,1060,Gene Gilliam,Small Business,Office Supplies,Labels,Avery 51,Georgia,6.3,20,0.07,0.5
57794,26/01/2015,"miércoles, 28 de Enero de 2015",Low,1129,Pam Patton,Home Office,Office Supplies,Paper,Xerox 1897,Massachusetts,4.98,19,0.02,6.07
58628,24/03/2015,"miércoles, 25 de Marzo de 2015",Medium,1060,Gene Gilliam,Small Business,Furniture,Tables,Balt Split Level Computer Training Table,Georgia,138.75,23,0.09,52.42
58914,09/04/2015,"sábado, 11 de Abril de 2015",Low,117,Linda Weiss,Home Office,Technology,Computer Peripherals,Fuji Slim Jewel Case CD-R,Washington,2.12,46,0.07,1.99
59365,07/06/2015,"martes, 09 de Junio de 2015",Medium,2920,Ernest Peele,Home Office,Technology,Office Machines,Epson LQ-870 Dot Matrix Printer,Illinois,535.64,2,0.05,14.7
59937,28/06/2015,"lunes, 29 de Junio de 2015",High,1733,Nina Horne Kelly,Small Business,Office Supplies,Paper,Xerox 197,District of Columbia,30.98,13,0.02,17.08
85826,08/01/2015,"sábado, 10 de Enero de 2015",High,2868,Eugene Clayton,Corporate,Office Supplies,Binders and Binder Accessories,GBC DocuBind TL300 Electric Binding System,Washington,896.99,6,0.03,19.99
85827,17/04/2015,"sábado, 18 de Abril de 2015",High,2868,Eugene Clayton,Corporate,Technology,Telephones and Communication,M70,Washington,125.99,1,0.01,8.99
85828,25/05/2015,"miércoles, 27 de Mayo de 2015",Not Specified,2868,Eugene Clayton,Corporate,Office Supplies,Binders and Binder Accessories,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Washington,15.99,4,0.08,13.18
85833,26/03/2015,"viernes, 27 de Marzo de 2015",Medium,2066,Claudia Webb,Home Office,Office Supplies,Storage & Organization,"Iris® 3-Drawer Stacking Bin, Black",North Carolina,20.89,7,0.09,11.52
85834,31/03/2015,"miércoles, 01 de Abril de 2015",Critical,2066,Claudia Webb,Home Office,Technology,Telephones and Communication,1726 Digital Answering Machine,North Carolina,20.99,2,0.09,4.81
85835,19/04/2015,"jueves, 23 de Abril de 2015",Low,2066,Claudia Webb,Corporate,Office Supplies,Binders and Binder Accessories,Storex DuraTech Recycled Plastic Frosted Binders,North Carolina,4.24,8,0.1,5.41
85850,04/01/2015,"martes, 06 de Enero de 2015",Critical,3146,Maureen Stout,Corporate,Office Supplies,Paper,"""While you Were Out"" Message Book, One Form per Page",Texas,3.71,11,0.07,1.93
85850,04/01/2015,"lunes, 05 de Enero de 2015",Critical,3146,Maureen Stout,Corporate,Office Supplies,Binders and Binder Accessories,Cardinal Poly Pocket Divider Pockets for Ring Binders,Texas,3.36,4,0.03,6.27
85857,19/01/2015,"lunes, 19 de Enero de 2015",Low,259,Edward Pugh,Consumer,Office Supplies,Pens & Art Supplies,Newell 340,New Mexico,2.88,10,0.09,0.7
85858,02/01/2015,"domingo, 04 de Enero de 2015",Medium,258,Allan Shields,Consumer,Technology,Computer Peripherals,"Maxell Pro 80 Minute CD-R, 10/Pack",Florida,17.48,3,0.05,1.99
85865,28/03/2015,"sábado, 28 de Marzo de 2015",Medium,1738,Dean Solomon,Corporate,Technology,Telephones and Communication,T5165,North Carolina,175.99,10,0.08,4.99
85866,03/06/2015,"viernes, 05 de Junio de 2015",Not Specified,1737,Danielle Myers,Corporate,Furniture,Office Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",North Carolina,30.93,16,0.09,3.92
85866,03/06/2015,"viernes, 05 de Junio de 2015",Not Specified,1737,Danielle Myers,Corporate,Office Supplies,Pens & Art Supplies,Newell 308,North Carolina,1.68,11,0.03,0.7
85867,03/05/2015,"lunes, 04 de Mayo de 2015",High,1739,Edna Pierce,Corporate,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",North Carolina,349.45,17,0.09,60
85868,14/06/2015,"domingo, 21 de Junio de 2015",Low,1738,Dean Solomon,Corporate,Office Supplies,Paper,Xerox 1880,North Carolina,35.44,11,0.04,19.99
85880,11/03/2015,"jueves, 12 de Marzo de 2015",Critical,1497,Gloria Jacobs,Corporate,Furniture,Office Furnishings,"Eldon® 200 Class™ Desk Accessories, Burgundy",New York,6.28,2,0.09,5.29
85880,11/03/2015,"viernes, 13 de Marzo de 2015",Critical,1497,Gloria Jacobs,Corporate,Office Supplies,Storage & Organization,Eldon® Gobal File Keepers,New York,15.14,17,0.03,4.53
85880,11/03/2015,"viernes, 13 de Marzo de 2015",Critical,1494,Kate Lehman,Corporate,Furniture,Office Furnishings,Westinghouse Clip-On Gooseneck Lamps,Maryland,8.37,18,0.06,10.16
85880,11/03/2015,"viernes, 13 de Marzo de 2015",Critical,1494,Kate Lehman,Corporate,Office Supplies,Paper,Xerox 1996,Maryland,6.48,6,0.09,9.17
85893,27/02/2015,"sábado, 28 de Febrero de 2015",Critical,1916,Marcia Feldman,Home Office,Technology,Office Machines,TI 30X Scientific Calculator,Arkansas,11.99,7,0.03,5.99
85894,27/03/2015,"sábado, 28 de Marzo de 2015",Medium,1917,Tracy Buckley,Home Office,Furniture,Office Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",Arkansas,18.7,7,0.08,8.99
85895,16/04/2015,"sábado, 18 de Abril de 2015",High,1916,Marcia Feldman,Home Office,Technology,Telephones and Communication,SC7868i,Arkansas,125.99,9,0.01,8.99
85896,24/02/2015,"miércoles, 25 de Febrero de 2015",High,1919,Nathan Jenkins,Home Office,Technology,Telephones and Communication,T28 WORLD,Arkansas,195.99,5,0,8.99
85897,01/03/2015,"martes, 03 de Marzo de 2015",High,1917,Tracy Buckley,Home Office,Furniture,Office Furnishings,"Executive Impressions 14"" Contract Wall Clock",Arkansas,22.23,10,0.08,3.63
85898,04/04/2015,"sábado, 11 de Abril de 2015",Low,1918,Hannah Tyson,Home Office,Office Supplies,Binders and Binder Accessories,"Avery® 3 1/2"" Diskette Storage Pages, 10/Pack",Arkansas,10.44,17,0.1,5.75
85914,05/01/2015,"miércoles, 07 de Enero de 2015",Critical,2630,Betsy Puckett,Small Business,Furniture,Office Furnishings,Electrix Halogen Magnifier Lamp,Oklahoma,194.3,5,0.01,11.54
85914,05/01/2015,"martes, 06 de Enero de 2015",Critical,2630,Betsy Puckett,Small Business,Furniture,Office Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Oklahoma,209.84,10,0.02,21.21
85914,05/01/2015,"miércoles, 07 de Enero de 2015",Critical,2630,Betsy Puckett,Small Business,Technology,Office Machines,Panasonic KX-P1150 Dot Matrix Printer,Oklahoma,145.45,8,0,17.85
85915,07/01/2015,"jueves, 08 de Enero de 2015",High,2630,Betsy Puckett,Small Business,Technology,Telephones and Communication,i1000,Oklahoma,65.99,3,0.07,5.99
85916,17/01/2015,"lunes, 19 de Enero de 2015",Medium,2628,Danielle P Rao,Corporate,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Oklahoma,30.53,14,0.02,19.99
85928,09/04/2015,"viernes, 10 de Abril de 2015",Not Specified,2847,Vanessa Day,Corporate,Furniture,Office Furnishings,DAX Solid Wood Frames,Tennessee,9.77,9,0.02,6.02
